total files : 2777 
total packets : 130 
Packet Number 	 Occurences 	 Run Number 	 Error 	 Weighted mean error 
11190 	 281 	66484 	 0.281322 	  Not a good physic run  
 11190 	 281 	66940 	 0.305014 	  Not a good physic run  
 11190 	 281 	67014 	 0.189189 	  Not a good physic run  
 11190 	 281 	67227 	 0.0861356 	  Not a good physic run  
 11190 	 281 	67245 	 0.0792453 	  Not a good physic run  
 11190 	 281 	67265 	 0.267646 	  Not a good physic run  
 11190 	 281 	67269 	 0.260965 	  Not a good physic run  
 11190 	 281 	67282 	 0.52694 	 0.00271683875974155 
 11190 	 281 	67283 	 0.330002 	 0.000680287055483124 
 11190 	 281 	67289 	 0.41964 	 0.000387642967324125 
 11190 	 281 	67567 	 0.288007 	 0.000420248386294698 
 11190 	 281 	67571 	 0.0139785 	  Not a good physic run  
 11190 	 281 	67631 	 0.361002 	 0.000337814756976413 
 11190 	 281 	67643 	 0.0751445 	 1.75415663235564e-05 
 11190 	 281 	67658 	 0.175452 	 3.69554007518539e-05 
 11190 	 281 	67798 	 0.021611 	 8.94293698324761e-06 
 11190 	 281 	67799 	 0.264045 	 0.000151122682972091 
 11190 	 281 	67849 	 0.266214 	 0.000166855589904572 
 11190 	 281 	68023 	 0.0986263 	 7.4621387979004e-05 
 11190 	 281 	68026 	 0.110836 	 3.55244850667476e-05 
 11190 	 281 	68038 	 0.374022 	 0.000106983546408593 
 11190 	 281 	68041 	 0.251462 	 1.93158018216667e-05 
 11190 	 281 	68125 	 0.40029 	 0.000151611713456413 
 11190 	 281 	68126 	 0.366743 	 0.000540247338295683 
 11190 	 281 	68151 	 0.0300041 	  Not a good physic run  
 11190 	 281 	69440 	 0.272727 	  Not a good physic run  
 11190 	 281 	69472 	 0.1122 	  Not a good physic run  
 11190 	 281 	69476 	 0.103896 	  Not a good physic run  
 11190 	 281 	69486 	 0.0294438 	 2.60807325975943e-06 
 11190 	 281 	69492 	 0.24026 	 1.05632398448919e-05 
 11190 	 281 	69493 	 0.100427 	 4.32842620543668e-06 
 11190 	 281 	69502 	 0.593713 	 0.000779907354791357 
 11190 	 281 	69637 	 0.049505 	  Not a good physic run  
 11190 	 281 	69641 	 0.105263 	  Not a good physic run  
 11190 	 281 	69649 	 0.433517 	 0.000622482970825574 
 11190 	 281 	69650 	 0.0142578 	 2.37307508189201e-05 
 11190 	 281 	69652 	 0.162813 	 0.000134884110312781 
 11190 	 281 	69654 	 0.171601 	  Not a good physic run  
 11190 	 281 	69656 	 0.279777 	 0.000230492217710529 
 11190 	 281 	69658 	 0.256761 	 0.000233245759448214 
 11190 	 281 	69659 	 0.310454 	 3.1606496761894e-05 
 11190 	 281 	69706 	 0.0810811 	  Not a good physic run  
 11190 	 281 	69821 	 0.304752 	 0.000390753969662974 
 11190 	 281 	69823 	 0.287566 	 0.000529093543224691 
 11190 	 281 	69826 	 0.0379464 	 2.11715806811055e-05 
 11190 	 281 	69830 	 0.247653 	 6.2735555351784e-05 
 11190 	 281 	69831 	 0.0538117 	 6.0046503118868e-06 
 11190 	 281 	69849 	 0.0882353 	  Not a good physic run  
 11190 	 281 	70066 	 0.218182 	  Not a good physic run  
 11190 	 281 	70072 	 0.350453 	 0.000258586969693542 
 11190 	 281 	70073 	 0.250825 	 0.000471484414314037 
 11190 	 281 	70074 	 0.0125945 	 4.22137447657213e-06 
 11190 	 281 	70075 	 0.232206 	 0.000184726484107972 
 11190 	 281 	70076 	 0.285942 	 0.000742222141572515 
 11190 	 281 	70087 	 0.131181 	 0.000186754236981591 
 11190 	 281 	70088 	 0.256367 	 1.68878105175093e-05 
 11190 	 281 	70092 	 0.394378 	 4.46837484620357e-05 
 11190 	 281 	70093 	 0.250417 	 7.1661265143393e-05 
 11190 	 281 	70101 	 0.116279 	  Not a good physic run  
 11190 	 281 	70108 	 0.0588235 	  Not a good physic run  
 11190 	 281 	70236 	 0.235897 	 9.57336143090488e-05 
 11190 	 281 	70394 	 0.0882353 	  Not a good physic run  
 11190 	 281 	70451 	 0.218458 	 0.00059149263620514 
 11190 	 281 	70454 	 0.035818 	 7.38266480434713e-06 
 11190 	 281 	70456 	 0.66183 	 0.00121729827350009 
 11190 	 281 	70685 	 0.195595 	 7.5728525692557e-05 
 11190 	 281 	70687 	 0.316934 	 0.000822074395430334 
 11190 	 281 	70726 	 0.1 	  Not a good physic run  
 11190 	 281 	70727 	 0.0491803 	  Not a good physic run  
 11190 	 281 	70783 	 0.221805 	 5.53443815311388e-05 
 11190 	 281 	70926 	 0.0298851 	 5.64398814966844e-06 
 11190 	 281 	71010 	 0.318348 	 0.000134591227213284 
 11190 	 281 	71019 	 0.154762 	 3.08540413985324e-05 
 11190 	 281 	71032 	 0.0425395 	 5.84522577823681e-06 
 11190 	 281 	71044 	 0.0863309 	  Not a good physic run  
 11190 	 281 	71146 	 0.195652 	  Not a good physic run  
 11190 	 281 	71159 	 0.0715385 	 2.86431517421718e-05 
 11190 	 281 	71242 	 0.457627 	  Not a good physic run  
 11190 	 281 	71253 	 0.193472 	  Not a good physic run  
 11190 	 281 	71256 	 0.102041 	  Not a good physic run  
 11190 	 281 	71279 	 0.240725 	  Not a good physic run  
 11190 	 281 	71288 	 0.22068 	  Not a good physic run  
 11190 	 281 	71301 	 0.246076 	 2.97072762515559e-05 
 11190 	 281 	71308 	 0.104066 	 2.16276225370147e-05 
 11190 	 281 	71322 	 0.214033 	 4.24468789653093e-05 
 11190 	 281 	71333 	 0.11215 	  Not a good physic run  
 11190 	 281 	71358 	 0.0506849 	 7.3099077102289e-06 
 11190 	 281 	71360 	 0.000732332 	 2.04669912383384e-07 
 11190 	 281 	71363 	 0.238276 	 0.000110816631821352 
 11190 	 281 	71367 	 0.29928 	 0.000148252802555553 
 11190 	 281 	71369 	 0.134181 	 3.95949365286162e-05 
 11190 	 281 	71474 	 0.0999313 	 3.04339851377274e-05 
 11190 	 281 	71485 	 0.0294616 	 4.69303248393584e-06 
 11190 	 281 	71488 	 0.0623168 	 5.46423253351522e-05 
 11190 	 281 	71718 	 0.206897 	  Not a good physic run  
 11190 	 281 	71737 	 0.111965 	  Not a good physic run  
 11190 	 281 	71738 	 0.263001 	  Not a good physic run  
 11190 	 281 	71750 	 0.0571049 	  Not a good physic run  
 11190 	 281 	71751 	 0.142384 	  Not a good physic run  
 11190 	 281 	71829 	 0.422145 	  Not a good physic run  
 11190 	 281 	71939 	 0.132678 	  Not a good physic run  
 11190 	 281 	72096 	 0.151163 	 8.44747614618474e-05 
 11190 	 281 	72102 	 0.0572597 	 9.9731639185133e-05 
 11190 	 281 	72105 	 0.15331 	 0.000102495805451628 
 11190 	 281 	72111 	 0.252042 	 0.000213121505810425 
 11190 	 281 	72115 	 0.257353 	 0.000150279151194299 
 11190 	 281 	72117 	 0.0233573 	 3.88677975329206e-06 
 11190 	 281 	72119 	 0.0636219 	 3.37808358292043e-05 
 11190 	 281 	72128 	 0.236708 	 5.87598932495052e-05 
 11190 	 281 	72135 	 0.319114 	 0.000157399116665253 
 11190 	 281 	72236 	 0.0697317 	 0.000107359517361579 
 11190 	 281 	72237 	 0.254643 	 0.000186042205637854 
 11190 	 281 	72239 	 0.0638159 	 8.89434469663659e-05 
 11190 	 281 	72240 	 0.192986 	 0.000228450487139119 
 11190 	 281 	72244 	 0.116998 	 0.000130353947101218 
 11190 	 281 	72249 	 0.184009 	 0.000169480624712646 
 11190 	 281 	72252 	 0.282057 	 0.000280408497141197 
 11190 	 281 	72331 	 0.0458771 	 0.000171352615699678 
 11190 	 281 	72334 	 0.130453 	 0.000397409423990311 
 11190 	 281 	72342 	 0.245944 	 0.00045207229433242 
 11190 	 281 	72350 	 0.341534 	 0.000487459360327214 
 11190 	 281 	72352 	 0.0189835 	 9.03156946749259e-06 
 11190 	 281 	72364 	 0.340788 	 9.46009097164012e-05 
 11190 	 281 	72366 	 0.091721 	 1.8170160636473e-05 
 11190 	 281 	72462 	 0.383357 	 0.000805057065947981 
 11190 	 281 	72467 	 0.24028 	 0.000667896794325393 
 11190 	 281 	72476 	 0.16875 	 0.000133710766459042 
 11190 	 281 	72489 	 0.595833 	 0.00127442815007035 
 11190 	 281 	72584 	 0.208633 	  Not a good physic run  
 11190 	 281 	72587 	 0.389474 	  Not a good physic run  
 11190 	 281 	72603 	 0.18122 	 0.000229137312574249 
 11190 	 281 	72605 	 0.150918 	 0.000186763761358275 
 11190 	 281 	72611 	 0.0404531 	 1.3111398846181e-06 
 11190 	 281 	72646 	 0.209059 	  Not a good physic run  
 11190 	 281 	72647 	 0.690184 	 0.00122685541068119 
 11190 	 281 	72662 	 0.230666 	 0.000619116339446167 
 11190 	 281 	72669 	 0.462102 	 0.000994871079309778 
 11190 	 281 	72675 	 0.0112476 	 7.36344107067985e-06 
 11190 	 281 	72731 	 0.257576 	  Not a good physic run  
 11190 	 281 	72735 	 0.0830338 	 0.000244637099584093 
 11190 	 281 	72745 	 0.236691 	 0.000108644457033993 
 11190 	 281 	72749 	 0.0407494 	 7.73107786712003e-06 
 11190 	 281 	72750 	 0.258796 	 0.00033748257190415 
 11190 	 281 	72756 	 0.205363 	 0.000260140591461344 
 11190 	 281 	72758 	 0.490134 	 0.00032996631748586 
 11190 	 281 	72966 	 0.113303 	 0.000231110311545989 
 11190 	 281 	73042 	 0.245654 	 0.00047613147356903 
 11190 	 281 	73061 	 0.422854 	 0.000811869946657578 
 11190 	 281 	73072 	 0.19939 	 0.00018228428821803 
 11190 	 281 	73077 	 0.0908179 	 1.85711915446749e-05 
 11190 	 281 	73082 	 0.0929185 	 4.40175163397669e-05 
 11190 	 281 	73802 	 0.105882 	  Not a good physic run  
 11190 	 281 	73874 	 0.0969479 	  Not a good physic run  
 11190 	 281 	73887 	 0.652666 	  Not a good physic run  
 11190 	 281 	73889 	 0.310484 	  Not a good physic run  
 11190 	 281 	73899 	 0.188235 	  Not a good physic run  
 11190 	 281 	73904 	 0.798046 	  Not a good physic run  
 11190 	 281 	73905 	 0.135802 	  Not a good physic run  
 11190 	 281 	73979 	 0.241935 	  Not a good physic run  
 11190 	 281 	74293 	 0.0519481 	  Not a good physic run  
 11190 	 281 	74374 	 0.0882353 	  Not a good physic run  
 11190 	 281 	74389 	 0.2 	  Not a good physic run  
 11190 	 281 	74395 	 0.322034 	  Not a good physic run  
 11190 	 281 	74397 	 0.225806 	  Not a good physic run  
 11190 	 281 	74399 	 0.272727 	  Not a good physic run  
 11190 	 281 	74400 	 0.25 	  Not a good physic run  
 11190 	 281 	74401 	 0.0779221 	  Not a good physic run  
 11190 	 281 	74405 	 0.0578714 	 0.000125009635622328 
 11190 	 281 	74413 	 0.501025 	 0.00187366340870908 
 11190 	 281 	74417 	 0.272579 	 5.67572989413425e-05 
 11190 	 281 	74420 	 0.166029 	 5.46906501360399e-05 
 11190 	 281 	74425 	 0.0591434 	 1.16440863986036e-05 
 11190 	 281 	74428 	 0.301607 	 0.000420364332466672 
 11190 	 281 	74463 	 0.571212 	 0.00325151413726131 
 11190 	 281 	74475 	 0.0588691 	 4.89351936223159e-05 
 11190 	 281 	74477 	 0.253506 	 0.0021121726163596 
 11190 	 281 	74479 	 0.224204 	 0.00108880858084766 
 11190 	 281 	74539 	 0.128367 	 0.00012148751579197 
 11190 	 281 	74558 	 0.603499 	 0.00212544495954002 
 11190 	 281 	74654 	 0.203008 	  Not a good physic run  
 11190 	 281 	74660 	 0.240786 	 0.000771359022830964 
 11190 	 281 	74662 	 0.486116 	 0.00335867699934227 
 11190 	 281 	74664 	 0.326893 	 0.00122787470905364 
 11190 	 281 	74669 	 0.423808 	 0.00113523119055301 
 11190 	 281 	74674 	 0.262795 	 5.83292759682608e-05 
 11190 	 281 	74680 	 0.334542 	 0.000360312936466925 
 11190 	 281 	74684 	 0.208445 	 0.000257696319897679 
 11190 	 281 	74691 	 0.266365 	 0.00045803704017656 
 11190 	 281 	74694 	 0.26087 	  Not a good physic run  
 11190 	 281 	74743 	 0.241078 	 0.000251934759316879 
 11190 	 281 	74832 	 0.284313 	  Not a good physic run  
 11190 	 281 	74844 	 0.205945 	 0.00018255341540789 
 11190 	 281 	74852 	 0.426989 	 0.00200641961091343 
 11190 	 281 	74855 	 0.160683 	 0.000536458588291424 
 11190 	 281 	74857 	 0.574244 	 0.00132113374950997 
 11190 	 281 	74865 	 0.719357 	  Not a good physic run  
 11190 	 281 	74868 	 0.307468 	  Not a good physic run  
 11190 	 281 	74985 	 0.0423018 	  Not a good physic run  
 11190 	 281 	74988 	 0.167505 	  Not a good physic run  
 11190 	 281 	75356 	 0.274611 	  Not a good physic run  
 11190 	 281 	75365 	 2.10117 	 0.00218934345706137 
 11190 	 281 	75524 	 0.313846 	  Not a good physic run  
 11190 	 281 	75525 	 0.158333 	  Not a good physic run  
 11190 	 281 	75531 	 0.115926 	  Not a good physic run  
 11190 	 281 	75587 	 0.417272 	 0.00277723945344795 
 11190 	 281 	75619 	 0.494618 	 0.00141541133300614 
 11190 	 281 	75622 	 0.00200158 	 9.13244482298957e-06 
 11190 	 281 	75636 	 0.0993242 	 0.000136384693536386 
 11190 	 281 	75788 	 0.0465116 	  Not a good physic run  
 11190 	 281 	75845 	 0.196774 	  Not a good physic run  
 11190 	 281 	76024 	 0.344418 	  Not a good physic run  
 11190 	 281 	76026 	 0.0731707 	  Not a good physic run  
 11190 	 281 	76073 	 0.300564 	 0.000343238315795378 
 11190 	 281 	76074 	 0.155844 	  Not a good physic run  
 11190 	 281 	76168 	 0.415886 	  Not a good physic run  
 11190 	 281 	76284 	 0.232326 	 0.00023646437314917 
 11190 	 281 	76640 	 0.0277778 	  Not a good physic run  
 11190 	 281 	76643 	 0.0394737 	  Not a good physic run  
 11190 	 281 	76661 	 0.15 	  Not a good physic run  
 11190 	 281 	76715 	 0.139676 	  Not a good physic run  
 11190 	 281 	76717 	 0.132075 	  Not a good physic run  
 11190 	 281 	76864 	 0.145821 	 0.00139717150323576 
 11190 	 281 	76899 	 0.0392157 	  Not a good physic run  
 11190 	 281 	76983 	 0.397692 	 0.00297054994109242 
 11190 	 281 	77092 	 0.271978 	  Not a good physic run  
 11190 	 281 	77127 	 0.165789 	  Not a good physic run  
 11190 	 281 	77129 	 0.234957 	  Not a good physic run  
 11190 	 281 	77216 	 0.423006 	  Not a good physic run  
 11190 	 281 	77281 	 0.207602 	  Not a good physic run  
 11190 	 281 	77390 	 0.0147688 	 2.13554442116843e-05 
 11190 	 281 	77400 	 0.240602 	  Not a good physic run  
 11190 	 281 	77403 	 0.350181 	  Not a good physic run  
 11190 	 281 	77489 	 0.0795455 	  Not a good physic run  
 11190 	 281 	77510 	 0.219298 	  Not a good physic run  
 11190 	 281 	77512 	 0.280156 	  Not a good physic run  
 11190 	 281 	77526 	 0.269663 	  Not a good physic run  
 11190 	 281 	77542 	 0.191781 	  Not a good physic run  
 11190 	 281 	77547 	 0.0278982 	 0.000303769226269156 
 11190 	 281 	77549 	 0.152318 	  Not a good physic run  
 11190 	 281 	77550 	 0.25 	  Not a good physic run  
 11190 	 281 	77667 	 0.408072 	  Not a good physic run  
 11190 	 281 	77772 	 0.6917 	  Not a good physic run  
 11190 	 281 	77990 	 0.292308 	  Not a good physic run  
 11190 	 281 	77992 	 0.0681818 	  Not a good physic run  
 11190 	 281 	78002 	 0.25 	  Not a good physic run  
 11190 	 281 	78182 	 0.113067 	 0.000345418483087836 
 11190 	 281 	78207 	 0.236222 	 0.00151672521427227 
 11190 	 281 	78217 	 0.25 	  Not a good physic run  
 11190 	 281 	78553 	 0.4621 	 0.00349299770806673 
 11190 	 281 	78578 	 0.257647 	 0.00316669335014952 
 11190 	 281 	78742 	 0.6 	  Not a good physic run  
 11190 	 281 	78762 	 0.386555 	  Not a good physic run  
 11190 	 281 	78797 	 0.594203 	  Not a good physic run  
 11190 	 281 	78829 	 0.444444 	  Not a good physic run  
 11190 	 281 	78833 	 0.30303 	  Not a good physic run  
 11190 	 281 	78849 	 0.6 	  Not a good physic run  
 11190 	 281 	78853 	 0.244186 	  Not a good physic run  
 11190 	 281 	78976 	 0.21 	  Not a good physic run  
 11190 	 281 	79050 	 0.347764 	 0.000314178605936993 
 11190 	 281 	79171 	 0.352941 	  Not a good physic run  
 11190 	 281 	79172 	 0.0731707 	  Not a good physic run  
 11190 	 281 	79174 	 0.333333 	  Not a good physic run  
 11190 	 281 	79195 	 0.119617 	  Not a good physic run  
 11190 	 281 	79336 	 0.254237 	  Not a good physic run  
 11190 	 281 	79339 	 0.26257 	  Not a good physic run  
 11190 	 281 	79345 	 0.0107527 	  Not a good physic run  
 11190 	 281 	79487 	 0.766667 	  Not a good physic run  
 11190 	 281 	79549 	 0.0909091 	  Not a good physic run  
 11190 	 281 	79710 	 0.166667 	  Not a good physic run  
 11190 	 281 	79752 	 0.135965 	  Not a good physic run  
 11190 	 281 	79917 	 0.0882353 	  Not a good physic run  
 11190 	 281 	79926 	 0.379147 	  Not a good physic run  
 11190 	 281 	79935 	 0.297101 	  Not a good physic run  
 11190 	 281 	80057 	 0.25 	  Not a good physic run  
 11190 	 281 	80059 	 0.12 	  Not a good physic run  
 11190 	 281 	80068 	 0.197674 	  Not a good physic run  
 11190 	 281 	80079 	 0.1875 	  Not a good physic run  
 11190 	 281 	80097 	 0.125 	  Not a good physic run  
 11190 	 281 	80107 	 0.970356 	  Not a good physic run  
 11190 	 281 	80186 	 0.296279 	  Not a good physic run  
 11190 	 281 	80284 	 0.0789474 	  Not a good physic run  
 11191 	 1 	66484 	 2.73296 	  Not a good physic run  
 11231 	 381 	66484 	 0.358392 	  Not a good physic run  
 11231 	 381 	66937 	 0.0645161 	  Not a good physic run  
 11231 	 381 	66940 	 0.726572 	  Not a good physic run  
 11231 	 381 	66997 	 0.242188 	  Not a good physic run  
 11231 	 381 	67000 	 0.231293 	  Not a good physic run  
 11231 	 381 	67001 	 0.273077 	  Not a good physic run  
 11231 	 381 	67005 	 0.146739 	  Not a good physic run  
 11231 	 381 	67011 	 0.235088 	  Not a good physic run  
 11231 	 381 	67227 	 0.600914 	  Not a good physic run  
 11231 	 381 	67245 	 0.24478 	  Not a good physic run  
 11231 	 381 	67265 	 0.368351 	  Not a good physic run  
 11231 	 381 	67282 	 0.879121 	 0.00453264130129189 
 11231 	 381 	67283 	 0.732344 	 0.00150970037563631 
 11231 	 381 	67284 	 0.651389 	 0.00163708555988548 
 11231 	 381 	67285 	 0.254545 	  Not a good physic run  
 11231 	 381 	67289 	 0.711868 	 0.000657588942577185 
 11231 	 381 	67294 	 0.224627 	  Not a good physic run  
 11231 	 381 	67564 	 0.0229885 	  Not a good physic run  
 11231 	 381 	67567 	 0.536011 	 0.000782125982306705 
 11231 	 381 	67573 	 0.156134 	  Not a good physic run  
 11231 	 381 	67630 	 0.0555556 	  Not a good physic run  
 11231 	 381 	67631 	 0.429072 	 0.000401512604931229 
 11231 	 381 	67633 	 0.00657174 	 3.0192942793854e-06 
 11231 	 381 	67634 	 0.302326 	  Not a good physic run  
 11231 	 381 	67639 	 0.230616 	 8.52544917349196e-05 
 11231 	 381 	67641 	 0.115328 	 2.57063129823394e-05 
 11231 	 381 	67644 	 0.251265 	  Not a good physic run  
 11231 	 381 	67647 	 0.115959 	 2.5763319387965e-05 
 11231 	 381 	67653 	 0.192878 	  Not a good physic run  
 11231 	 381 	67656 	 0.525862 	  Not a good physic run  
 11231 	 381 	67657 	 0.414085 	 8.0816520118125e-05 
 11231 	 381 	67658 	 0.160318 	 3.37677309904459e-05 
 11231 	 381 	67663 	 0.0247831 	  Not a good physic run  
 11231 	 381 	67664 	 0.0793061 	  Not a good physic run  
 11231 	 381 	67782 	 0.0862944 	 1.10055242861894e-06 
 11231 	 381 	67784 	 0.045082 	 6.17822180124467e-07 
 11231 	 381 	67798 	 0.447514 	 0.000185187612841658 
 11231 	 381 	67799 	 0.854167 	 0.000488871248257768 
 11231 	 381 	67802 	 0.0519645 	 9.18866831022272e-06 
 11231 	 381 	67849 	 0.296048 	 0.00018555471793395 
 11231 	 381 	67851 	 0.0555556 	 3.81048021840895e-06 
 11231 	 381 	68022 	 0.0794702 	 5.71854583003975e-06 
 11231 	 381 	68023 	 0.564565 	 0.00042715405428741 
 11231 	 381 	68024 	 0.77437 	 0.00116367934718787 
 11231 	 381 	68025 	 0.124868 	 3.72167621330766e-05 
 11231 	 381 	68026 	 0.0761622 	 2.441104818426e-05 
 11231 	 381 	68028 	 0.130899 	 3.88736366698427e-05 
 11231 	 381 	68029 	 0.162528 	 3.66772264210008e-05 
 11231 	 381 	68032 	 0.196429 	 3.8902683962979e-05 
 11231 	 381 	68036 	 0.175295 	 3.57493669546232e-05 
 11231 	 381 	68038 	 0.878681 	 0.000251333904267259 
 11231 	 381 	68046 	 0.430206 	 1.61740034519639e-05 
 11231 	 381 	68048 	 0.469388 	 1.87314827328676e-05 
 11231 	 381 	68125 	 0.0699223 	 2.64833988153922e-05 
 11231 	 381 	68138 	 0.030303 	  Not a good physic run  
 11231 	 381 	68151 	 0.598251 	  Not a good physic run  
 11231 	 381 	69472 	 0.271499 	  Not a good physic run  
 11231 	 381 	69473 	 0.426449 	  Not a good physic run  
 11231 	 381 	69475 	 0.2 	  Not a good physic run  
 11231 	 381 	69476 	 0.278937 	  Not a good physic run  
 11231 	 381 	69479 	 0.172075 	  Not a good physic run  
 11231 	 381 	69480 	 0.230337 	  Not a good physic run  
 11231 	 381 	69481 	 0.23913 	  Not a good physic run  
 11231 	 381 	69482 	 0.00752823 	 9.79855086957786e-07 
 11231 	 381 	69483 	 0.101796 	 5.12500707582317e-06 
 11231 	 381 	69486 	 0.219251 	 1.94208176347997e-05 
 11231 	 381 	69488 	 0.0544872 	 4.84502360560956e-06 
 11231 	 381 	69490 	 0.255814 	 2.25163952077211e-05 
 11231 	 381 	69492 	 0.164875 	 7.24887276045349e-06 
 11231 	 381 	69499 	 0.166124 	 7.20862717517992e-06 
 11231 	 381 	69502 	 0.836125 	 0.00109834219062901 
 11231 	 381 	69649 	 0.60509 	 0.000868843023034498 
 11231 	 381 	69650 	 0.381596 	 0.000635130215706253 
 11231 	 381 	69652 	 0.568006 	 0.000470570433333466 
 11231 	 381 	69654 	 0.750705 	  Not a good physic run  
 11231 	 381 	69656 	 0.39831 	 0.000328144755416924 
 11231 	 381 	69657 	 0.109238 	 3.94490102988175e-05 
 11231 	 381 	69658 	 0.311815 	 0.000283257685093705 
 11231 	 381 	69664 	 0.0328947 	  Not a good physic run  
 11231 	 381 	69716 	 0.215385 	  Not a good physic run  
 11231 	 381 	69717 	 0.403407 	 0.000555001884217369 
 11231 	 381 	69718 	 0.138095 	 2.41851404295807e-05 
 11231 	 381 	69748 	 0.0181818 	 4.6709343537955e-07 
 11231 	 381 	69754 	 0.265517 	 1.66721552690662e-05 
 11231 	 381 	69821 	 0.656413 	 0.000841654806164953 
 11231 	 381 	69822 	 0.0522479 	 2.87104230603102e-05 
 11231 	 381 	69823 	 0.684755 	 0.00125988277192305 
 11231 	 381 	69826 	 0.325457 	 0.000181583473892927 
 11231 	 381 	69827 	 0.0622896 	 1.47678804595541e-05 
 11231 	 381 	69831 	 0.0897756 	 1.00177300575865e-05 
 11231 	 381 	69832 	 0.204689 	 8.85907078253536e-05 
 11231 	 381 	69849 	 0.0416667 	  Not a good physic run  
 11231 	 381 	70070 	 0.313264 	  Not a good physic run  
 11231 	 381 	70072 	 0.741627 	 0.000547220536200039 
 11231 	 381 	70073 	 0.537681 	 0.00101069754359727 
 11231 	 381 	70075 	 0.292579 	 0.000232754924480102 
 11231 	 381 	70076 	 0.674855 	 0.00175172700530499 
 11231 	 381 	70078 	 0.207831 	 2.14559557588092e-05 
 11231 	 381 	70083 	 0.407672 	 0.00018030546167869 
 11231 	 381 	70087 	 0.559059 	 0.00079589755355342 
 11231 	 381 	70092 	 0.549296 	 6.22362411067615e-05 
 11231 	 381 	70093 	 0.338907 	 9.69842478184464e-05 
 11231 	 381 	70094 	 0.585774 	 8.84789750879891e-05 
 11231 	 381 	70226 	 0.198621 	  Not a good physic run  
 11231 	 381 	70229 	 0.148148 	  Not a good physic run  
 11231 	 381 	70231 	 0.659453 	 0.000529052848751842 
 11231 	 381 	70236 	 0.374868 	 0.000152131941181128 
 11231 	 381 	70240 	 0.233455 	 0.000189080663280196 
 11231 	 381 	70244 	 0.23737 	 0.000102176656338504 
 11231 	 381 	70245 	 0.00735294 	 9.72923352785447e-07 
 11231 	 381 	70247 	 0.0059761 	 1.88024486705629e-06 
 11231 	 381 	70253 	 0.18689 	 3.48681259356268e-05 
 11231 	 381 	70432 	 0.171254 	 5.24062230099355e-05 
 11231 	 381 	70433 	 0.21934 	 8.46015150080044e-05 
 11231 	 381 	70437 	 0.661458 	 0.00047727001375822 
 11231 	 381 	70438 	 0.163695 	  Not a good physic run  
 11231 	 381 	70447 	 0.270677 	 1.83463823804256e-05 
 11231 	 381 	70451 	 0.756239 	 0.00204757802282882 
 11231 	 381 	70454 	 0.203866 	 4.20200553633098e-05 
 11231 	 381 	70456 	 0.676092 	 0.00124353024844329 
 11231 	 381 	70687 	 0.518791 	 0.00134565807922059 
 11231 	 381 	70726 	 0.388889 	  Not a good physic run  
 11231 	 381 	70727 	 0.171598 	  Not a good physic run  
 11231 	 381 	70736 	 0.0574597 	  Not a good physic run  
 11231 	 381 	70783 	 0.0506523 	 1.26386700779049e-05 
 11231 	 381 	70791 	 0.0543516 	 1.94639216321561e-05 
 11231 	 381 	70792 	 0.13386 	 5.12341490365192e-05 
 11231 	 381 	70891 	 0.807692 	  Not a good physic run  
 11231 	 381 	70893 	 0.0272572 	  Not a good physic run  
 11231 	 381 	70895 	 0.4 	  Not a good physic run  
 11231 	 381 	70898 	 0.0291545 	 3.4708420513359e-06 
 11231 	 381 	70907 	 0.28088 	 4.58452886528543e-05 
 11231 	 381 	70925 	 0.0601141 	 2.79280441091688e-05 
 11231 	 381 	70926 	 0.0743427 	 1.4040084115976e-05 
 11231 	 381 	71005 	 0.194306 	  Not a good physic run  
 11231 	 381 	71006 	 0.209921 	  Not a good physic run  
 11231 	 381 	71007 	 0.296486 	 8.9997315547015e-05 
 11231 	 381 	71010 	 0.128529 	 5.43395147527116e-05 
 11231 	 381 	71019 	 0.221119 	 4.40832683733867e-05 
 11231 	 381 	71021 	 0.163036 	 4.61297799706054e-05 
 11231 	 381 	71030 	 0.36934 	 4.56316556760562e-05 
 11231 	 381 	71032 	 0.546652 	 7.51138203816384e-05 
 11231 	 381 	71042 	 0.0555556 	  Not a good physic run  
 11231 	 381 	71044 	 0.0344828 	  Not a good physic run  
 11231 	 381 	71138 	 0.0792932 	 1.4025911990261e-05 
 11231 	 381 	71159 	 0.370879 	 0.000148495474115126 
 11231 	 381 	71161 	 0.178571 	 3.30770914741632e-05 
 11231 	 381 	71247 	 0.119522 	  Not a good physic run  
 11231 	 381 	71253 	 0.23996 	  Not a good physic run  
 11231 	 381 	71256 	 0.55006 	  Not a good physic run  
 11231 	 381 	71272 	 0.294298 	  Not a good physic run  
 11231 	 381 	71275 	 0.049847 	 3.27522400916846e-05 
 11231 	 381 	71279 	 0.0809353 	  Not a good physic run  
 11231 	 381 	71288 	 0.21648 	  Not a good physic run  
 11231 	 381 	71301 	 0.402477 	 4.85886288134457e-05 
 11231 	 381 	71308 	 0.286651 	 5.95735362929082e-05 
 11231 	 381 	71313 	 0.0764706 	 2.87507548449065e-06 
 11231 	 381 	71316 	 0.0547731 	 3.8469115618209e-06 
 11231 	 381 	71319 	 0.0220307 	 2.54077657441487e-06 
 11231 	 381 	71322 	 0.256614 	 5.08915139198342e-05 
 11231 	 381 	71325 	 0.279868 	 4.18275531217183e-05 
 11231 	 381 	71355 	 0.449178 	 0.000359308808585109 
 11231 	 381 	71360 	 0.437293 	 0.000122213313081863 
